uid,table_name,name,data_type,nullable,description
AP_INVOICE_LINES_ALL.WARRANTY_NUMBER,AP_INVOICE_LINES_ALL,WARRANTY_NUMBER,VARCHAR2,Yes,Warranty number of the item that is available for item lines.
AP_INVOICE_LINES_ALL.GENERATE_DISTS,AP_INVOICE_LINES_ALL,GENERATE_DISTS,VARCHAR2,Yes,Flag indicating whether distributions for the invoice line should be generated dynamically whenever possible
AP_INVOICE_LINES_ALL.MATCH_TYPE,AP_INVOICE_LINES_ALL,MATCH_TYPE,VARCHAR2,Yes,Indicates the type of match if any.  Validated against AP_LOOKUP_CODES with lookup type as INVOICE LINE MATCH TYPE
AP_INVOICE_LINES_ALL.DISTRIBUTION_SET_ID,AP_INVOICE_LINES_ALL,DISTRIBUTION_SET_ID,NUMBER,Yes,Distribution set identifier to be used in the generation of distributions for a line
AP_INVOICE_LINES_ALL.ACCOUNT_SEGMENT,AP_INVOICE_LINES_ALL,ACCOUNT_SEGMENT,VARCHAR2,Yes,Account segment value for overlay in generation of accounting flexfield during distribution generation
AP_INVOICE_LINES_ALL.BALANCING_SEGMENT,AP_INVOICE_LINES_ALL,BALANCING_SEGMENT,VARCHAR2,Yes,Balancing segment value for overlay in generation of accounting flexfield during distribution generation
AP_INVOICE_LINES_ALL.COST_CENTER_SEGMENT,AP_INVOICE_LINES_ALL,COST_CENTER_SEGMENT,VARCHAR2,Yes,Cost Center segment value for overlay in generation of accounting flexfield during distribution generation
AP_INVOICE_LINES_ALL.OVERLAY_DIST_CODE_CONCAT,AP_INVOICE_LINES_ALL,OVERLAY_DIST_CODE_CONCAT,VARCHAR2,Yes,Concatenated segments for overlay in generation of accounting flexfield during distribution generation
AP_INVOICE_LINES_ALL.DEFAULT_DIST_CCID,AP_INVOICE_LINES_ALL,DEFAULT_DIST_CCID,NUMBER,Yes,Account to be used for automatic generation of a single distribution
AP_INVOICE_LINES_ALL.PRORATE_ACROSS_ALL_ITEMS,AP_INVOICE_LINES_ALL,PRORATE_ACROSS_ALL_ITEMS,VARCHAR2,Yes,A value of Y indicates that the Freight or Miscellaneous type line should be prorated across all Item type lines
AP_INVOICE_LINES_ALL.ACCOUNTING_DATE,AP_INVOICE_LINES_ALL,ACCOUNTING_DATE,DATE,Yes,Accounting date for invoice line.  Used for defaulting to distributions
AP_INVOICE_LINES_ALL.PERIOD_NAME,AP_INVOICE_LINES_ALL,PERIOD_NAME,VARCHAR2,Yes,Accounting date for invoice line.  Used for defaulting to distributions
AP_INVOICE_LINES_ALL.DEFERRED_ACCTG_FLAG,AP_INVOICE_LINES_ALL,DEFERRED_ACCTG_FLAG,VARCHAR2,Yes,Accounting date for invoice line.  Used for defaulting to distributions
AP_INVOICE_LINES_ALL.DEF_ACCTG_START_DATE,AP_INVOICE_LINES_ALL,DEF_ACCTG_START_DATE,DATE,Yes,The start date of the deferred expense period
AP_INVOICE_LINES_ALL.DEF_ACCTG_END_DATE,AP_INVOICE_LINES_ALL,DEF_ACCTG_END_DATE,DATE,Yes,The end date of the deferred expense period
AP_INVOICE_LINES_ALL.DEF_ACCTG_NUMBER_OF_PERIODS,AP_INVOICE_LINES_ALL,DEF_ACCTG_NUMBER_OF_PERIODS,NUMBER,Yes,Number of periods to generate deferred expenses.  Used in combination with PERIOD_TYPE.  Alternative to END_DATE
AP_INVOICE_LINES_ALL.DEF_ACCTG_PERIOD_TYPE,AP_INVOICE_LINES_ALL,DEF_ACCTG_PERIOD_TYPE,VARCHAR2,Yes,Period type used in combination with NUMBER_OF_PERIODS to generate deferred expenses.  Validated against XLA_LOOKUPS with lookup type XLA_DEFERRED_PERIOD_TYPE
AP_INVOICE_LINES_ALL.SET_OF_BOOKS_ID,AP_INVOICE_LINES_ALL,SET_OF_BOOKS_ID,NUMBER,Yes,Ledger identifier of the invoice line.
AP_INVOICE_LINES_ALL.AMOUNT,AP_INVOICE_LINES_ALL,AMOUNT,NUMBER,Yes,Line amount in invoice currency
AP_INVOICE_LINES_ALL.BASE_AMOUNT,AP_INVOICE_LINES_ALL,BASE_AMOUNT,NUMBER,Yes,Line amount in functional currency
AP_INVOICE_LINES_ALL.ROUNDING_AMT,AP_INVOICE_LINES_ALL,ROUNDING_AMT,NUMBER,Yes,Amount corresponding to rounding amount included in BASE_AMOUNT if any
AP_INVOICE_LINES_ALL.QUANTITY_INVOICED,AP_INVOICE_LINES_ALL,QUANTITY_INVOICED,NUMBER,Yes,"Quantity invoiced.  Quantity of items for matched invoice lines, price corrections, quantity corrections or unmatched invoice lines"
AP_INVOICE_LINES_ALL.UNIT_MEAS_LOOKUP_CODE,AP_INVOICE_LINES_ALL,UNIT_MEAS_LOOKUP_CODE,VARCHAR2,Yes,Unit of measure for QUANTITY_INVOICED. Validated against INV_UNITS_OF_MEASURE.UNIT_OF_MEASURE
AP_INVOICE_LINES_ALL.UNIT_PRICE,AP_INVOICE_LINES_ALL,UNIT_PRICE,NUMBER,Yes,Price charged per unit of a good or service.
AP_INVOICE_LINES_ALL.WFAPPROVAL_STATUS,AP_INVOICE_LINES_ALL,WFAPPROVAL_STATUS,VARCHAR2,Yes,Indicates if an invoice line has been approved.
AP_INVOICE_LINES_ALL.USSGL_TRANSACTION_CODE,AP_INVOICE_LINES_ALL,USSGL_TRANSACTION_CODE,VARCHAR2,Yes,USSGL Transaction Code for creating U.S. Standard General Ledger journal entries (Oracle Public Sector Payables). Validated against GL_USSGL_TRANSACTION_CODES.USSGL_TRANSACTION_CODE
AP_INVOICE_LINES_ALL.DISCARDED_FLAG,AP_INVOICE_LINES_ALL,DISCARDED_FLAG,VARCHAR2,Yes,A value of Y indicates that the line has been discarded.  When a line is discarded all its distributions are reversed and the AMOUNT is set to 0
AP_INVOICE_LINES_ALL.ORIGINAL_AMOUNT,AP_INVOICE_LINES_ALL,ORIGINAL_AMOUNT,NUMBER,Yes,Amount of the line before discarding of the line or cancellation of the invoice
AP_INVOICE_LINES_ALL.ORIGINAL_BASE_AMOUNT,AP_INVOICE_LINES_ALL,ORIGINAL_BASE_AMOUNT,NUMBER,Yes,Base amount of the line before discarding of the line or cancellation of the invoice
AP_INVOICE_LINES_ALL.ORIGINAL_ROUNDING_AMT,AP_INVOICE_LINES_ALL,ORIGINAL_ROUNDING_AMT,NUMBER,Yes,Rounding amount of the line before discarding of the line or cancellation of the invoice
AP_INVOICE_LINES_ALL.CANCELLED_FLAG,AP_INVOICE_LINES_ALL,CANCELLED_FLAG,VARCHAR2,Yes,Indicates if invoice line is canceled.
AP_INVOICE_LINES_ALL.INCOME_TAX_REGION,AP_INVOICE_LINES_ALL,INCOME_TAX_REGION,VARCHAR2,Yes,Reporting region for invoice line for 1099 supplier.  Defaults down to distributions
AP_INVOICE_LINES_ALL.TYPE_1099,AP_INVOICE_LINES_ALL,TYPE_1099,VARCHAR2,Yes,Indicates the category of the withholding tax rates.
AP_INVOICE_LINES_ALL.STAT_AMOUNT,AP_INVOICE_LINES_ALL,STAT_AMOUNT,NUMBER,Yes,Amount associated with a distribution for measuring statistical quantities.  Used only for transferring the information during Open Interface Import process
AP_INVOICE_LINES_ALL.PREPAY_INVOICE_ID,AP_INVOICE_LINES_ALL,PREPAY_INVOICE_ID,NUMBER,Yes,Invoice identifier for Prepayment invoice applied via current invoice line
AP_INVOICE_LINES_ALL.PREPAY_LINE_NUMBER,AP_INVOICE_LINES_ALL,PREPAY_LINE_NUMBER,NUMBER,Yes,Line number for Prepayment line applied via current invoice line
AP_INVOICE_LINES_ALL.INVOICE_INCLUDES_PREPAY_FLAG,AP_INVOICE_LINES_ALL,INVOICE_INCLUDES_PREPAY_FLAG,VARCHAR2,Yes,Y indicates that prepayment is included in the invoice amount
AP_INVOICE_LINES_ALL.CORRECTED_INV_ID,AP_INVOICE_LINES_ALL,CORRECTED_INV_ID,NUMBER,Yes,"Invoice identifier for invoice corrected via current line.  For price, quantity, or invoice line corrections"
AP_INVOICE_LINES_ALL.CORRECTED_LINE_NUMBER,AP_INVOICE_LINES_ALL,CORRECTED_LINE_NUMBER,NUMBER,Yes,"Invoice line number for invoice line corrected via current line.  For price, quantity, or invoice line corrections"
AP_INVOICE_LINES_ALL.PO_HEADER_ID,AP_INVOICE_LINES_ALL,PO_HEADER_ID,NUMBER,Yes,A commercial document that is used to request a seller to supply a product or service in return for payment.
AP_INVOICE_LINES_ALL.PO_LINE_ID,AP_INVOICE_LINES_ALL,PO_LINE_ID,NUMBER,Yes,"A line identifier for the line record on a transaction. The Purchase Order Line describes an item or service, with a price and quantity ordered."
AP_INVOICE_LINES_ALL.PO_RELEASE_ID,AP_INVOICE_LINES_ALL,PO_RELEASE_ID,NUMBER,Yes,Number of the purchase order release associated with the invoice correction
AP_INVOICE_LINES_ALL.PO_LINE_LOCATION_ID,AP_INVOICE_LINES_ALL,PO_LINE_LOCATION_ID,NUMBER,Yes,Ship-to location for the purchase order schedule.
AP_INVOICE_LINES_ALL.PO_DISTRIBUTION_ID,AP_INVOICE_LINES_ALL,PO_DISTRIBUTION_ID,NUMBER,Yes,Purchase order distribution line which indicates the accounting transactions for the goods or services.
AP_INVOICE_LINES_ALL.RCV_TRANSACTION_ID,AP_INVOICE_LINES_ALL,RCV_TRANSACTION_ID,NUMBER,Yes,Line on the shipment receipt.
AP_INVOICE_LINES_ALL.FINAL_MATCH_FLAG,AP_INVOICE_LINES_ALL,FINAL_MATCH_FLAG,VARCHAR2,Yes,"Indicates if an invoice is the last one being matched to a PO, so that the PO is no longer available for matching."
AP_INVOICE_LINES_ALL.ASSETS_TRACKING_FLAG,AP_INVOICE_LINES_ALL,ASSETS_TRACKING_FLAG,VARCHAR2,Yes,Y indicates that the item should be treated as an asset
AP_INVOICE_LINES_ALL.ASSET_BOOK_TYPE_CODE,AP_INVOICE_LINES_ALL,ASSET_BOOK_TYPE_CODE,VARCHAR2,Yes,Asset Book.  Defaults to the distributions candidate for transfer to Oracle Assets
AP_INVOICE_LINES_ALL.ASSET_CATEGORY_ID,AP_INVOICE_LINES_ALL,ASSET_CATEGORY_ID,NUMBER,Yes,Asset Category.  Defaults to the distributions candidate for transfer to Oracle Assets
AP_INVOICE_LINES_ALL.PROJECT_ID,AP_INVOICE_LINES_ALL,PROJECT_ID,NUMBER,Yes,Project identifier for project related invoice lines
AP_INVOICE_LINES_ALL.TASK_ID,AP_INVOICE_LINES_ALL,TASK_ID,NUMBER,Yes,Task identifier for project related invoice lines
AP_INVOICE_LINES_ALL.EXPENDITURE_TYPE,AP_INVOICE_LINES_ALL,EXPENDITURE_TYPE,VARCHAR2,Yes,Expenditure type for project related invoice lines
AP_INVOICE_LINES_ALL.EXPENDITURE_ITEM_DATE,AP_INVOICE_LINES_ALL,EXPENDITURE_ITEM_DATE,DATE,Yes,Expenditure item date for project related Invoice Lines
AP_INVOICE_LINES_ALL.EXPENDITURE_ORGANIZATION_ID,AP_INVOICE_LINES_ALL,EXPENDITURE_ORGANIZATION_ID,NUMBER,Yes,Expenditure organization identifier for project related invoice lines
AP_INVOICE_LINES_ALL.PA_QUANTITY,AP_INVOICE_LINES_ALL,PA_QUANTITY,NUMBER,Yes,Project item quantity for project related invoice lines
AP_INVOICE_LINES_ALL.PA_CC_AR_INVOICE_ID,AP_INVOICE_LINES_ALL,PA_CC_AR_INVOICE_ID,NUMBER,Yes,"For an intercompany invoice from Oracle Projects, this is the identifier of the corresponding receivable intercompany invoice in Oracle Receivables"
AP_INVOICE_LINES_ALL.PA_CC_AR_INVOICE_LINE_NUM,AP_INVOICE_LINES_ALL,PA_CC_AR_INVOICE_LINE_NUM,NUMBER,Yes,"For an intercompany invoice from Oracle Projects, this is the line number of the corresponding receivable intercompany invoice in Oracle Receivables"
AP_INVOICE_LINES_ALL.PA_CC_PROCESSED_CODE,AP_INVOICE_LINES_ALL,PA_CC_PROCESSED_CODE,VARCHAR2,Yes,The processing status of this invoice line by Oracle Projects in the receiver operating unit
AP_INVOICE_LINES_ALL.AWARD_ID,AP_INVOICE_LINES_ALL,AWARD_ID,NUMBER,Yes,Reserved for use by Oracle Grants Management.  Defaults to distributions
AP_INVOICE_LINES_ALL.AWT_GROUP_ID,AP_INVOICE_LINES_ALL,AWT_GROUP_ID,NUMBER,Yes,Withholding tax group identifier
AP_INVOICE_LINES_ALL.REFERENCE_1,AP_INVOICE_LINES_ALL,REFERENCE_1,VARCHAR2,Yes,A reference to a record in another application
AP_INVOICE_LINES_ALL.REFERENCE_2,AP_INVOICE_LINES_ALL,REFERENCE_2,VARCHAR2,Yes,A reference to a record in another application
AP_INVOICE_LINES_ALL.RECEIPT_VERIFIED_FLAG,AP_INVOICE_LINES_ALL,RECEIPT_VERIFIED_FLAG,VARCHAR2,Yes,Indicates whether receipts verified
AP_INVOICE_LINES_ALL.RECEIPT_REQUIRED_FLAG,AP_INVOICE_LINES_ALL,RECEIPT_REQUIRED_FLAG,VARCHAR2,Yes,Indicates whether receipts required
AP_INVOICE_LINES_ALL.RECEIPT_MISSING_FLAG,AP_INVOICE_LINES_ALL,RECEIPT_MISSING_FLAG,VARCHAR2,Yes,Indicates whether receipts missing
AP_INVOICE_LINES_ALL.JUSTIFICATION,AP_INVOICE_LINES_ALL,JUSTIFICATION,VARCHAR2,Yes,"Reason, fact, circumstance, or explanation that justifies or defends."
AP_INVOICE_LINES_ALL.EXPENSE_GROUP,AP_INVOICE_LINES_ALL,EXPENSE_GROUP,VARCHAR2,Yes,Expense group associated with the invoice line.
AP_INVOICE_LINES_ALL.START_EXPENSE_DATE,AP_INVOICE_LINES_ALL,START_EXPENSE_DATE,DATE,Yes,Date when incurred expense started.  Used for expense reports
AP_INVOICE_LINES_ALL.END_EXPENSE_DATE,AP_INVOICE_LINES_ALL,END_EXPENSE_DATE,DATE,Yes,Date when incurred expense ended.  Used for expense reports
AP_INVOICE_LINES_ALL.RECEIPT_CURRENCY_CODE,AP_INVOICE_LINES_ALL,RECEIPT_CURRENCY_CODE,VARCHAR2,Yes,Currency code of receipt.  Used for expense reports
AP_INVOICE_LINES_ALL.RECEIPT_CONVERSION_RATE,AP_INVOICE_LINES_ALL,RECEIPT_CONVERSION_RATE,NUMBER,Yes,Exchange rate for currency of receipt.  Used for expense reports
AP_INVOICE_LINES_ALL.RECEIPT_CURRENCY_AMOUNT,AP_INVOICE_LINES_ALL,RECEIPT_CURRENCY_AMOUNT,NUMBER,Yes,Amount in receipt currency.  Used for expense reports
AP_INVOICE_LINES_ALL.DAILY_AMOUNT,AP_INVOICE_LINES_ALL,DAILY_AMOUNT,NUMBER,Yes,Daily expense amount.  Used for expense reports
AP_INVOICE_LINES_ALL.WEB_PARAMETER_ID,AP_INVOICE_LINES_ALL,WEB_PARAMETER_ID,NUMBER,Yes,Self-Service Web Applications parameter identifier
AP_INVOICE_LINES_ALL.ADJUSTMENT_REASON,AP_INVOICE_LINES_ALL,ADJUSTMENT_REASON,VARCHAR2,Yes,Reason for adjustment on the invoice line.
AP_INVOICE_LINES_ALL.MERCHANT_DOCUMENT_NUMBER,AP_INVOICE_LINES_ALL,MERCHANT_DOCUMENT_NUMBER,VARCHAR2,Yes,Third party document number.  Used for expense reports
AP_INVOICE_LINES_ALL.MERCHANT_NAME,AP_INVOICE_LINES_ALL,MERCHANT_NAME,VARCHAR2,Yes,Third party name.  Used for expense reports
AP_INVOICE_LINES_ALL.MERCHANT_REFERENCE,AP_INVOICE_LINES_ALL,MERCHANT_REFERENCE,VARCHAR2,Yes,Third party reference.  Used for expense reports
AP_INVOICE_LINES_ALL.MERCHANT_TAX_REG_NUMBER,AP_INVOICE_LINES_ALL,MERCHANT_TAX_REG_NUMBER,VARCHAR2,Yes,Third party tax registration number.  Used for expense reports
AP_INVOICE_LINES_ALL.MERCHANT_TAXPAYER_ID,AP_INVOICE_LINES_ALL,MERCHANT_TAXPAYER_ID,VARCHAR2,Yes,Third party tax identification number.  Used for expense reports
AP_INVOICE_LINES_ALL.COUNTRY_OF_SUPPLY,AP_INVOICE_LINES_ALL,COUNTRY_OF_SUPPLY,VARCHAR2,Yes,Country where services or goods were originated.  Used for expense reports
AP_INVOICE_LINES_ALL.CREDIT_CARD_TRX_ID,AP_INVOICE_LINES_ALL,CREDIT_CARD_TRX_ID,NUMBER,Yes,Credit card transaction identifier
AP_INVOICE_LINES_ALL.COMPANY_PREPAID_INVOICE_ID,AP_INVOICE_LINES_ALL,COMPANY_PREPAID_INVOICE_ID,NUMBER,Yes,Invoice ID when this line is a prepaid credit card transaction
AP_INVOICE_LINES_ALL.CC_REVERSAL_FLAG,AP_INVOICE_LINES_ALL,CC_REVERSAL_FLAG,VARCHAR2,Yes,Invoice ID when this line is a prepaid credit card transaction
AP_INVOICE_LINES_ALL.CREATION_DATE,AP_INVOICE_LINES_ALL,CREATION_DATE,TIMESTAMP,Yes,Who column: indicates the date and time of the creation of the row.
AP_INVOICE_LINES_ALL.CREATED_BY,AP_INVOICE_LINES_ALL,CREATED_BY,VARCHAR2,Yes,Who column: indicates the user who created the row.
AP_INVOICE_LINES_ALL.LAST_UPDATED_BY,AP_INVOICE_LINES_ALL,LAST_UPDATED_BY,VARCHAR2,Yes,Who column: indicates the user who last updated the row.
AP_INVOICE_LINES_ALL.LAST_UPDATE_DATE,AP_INVOICE_LINES_ALL,LAST_UPDATE_DATE,TIMESTAMP,Yes,Who column: indicates the date and time of the last update of the row.
AP_INVOICE_LINES_ALL.LAST_UPDATE_LOGIN,AP_INVOICE_LINES_ALL,LAST_UPDATE_LOGIN,VARCHAR2,Yes,Who column: indicates the session login associated to the user who last updated the row.
AP_INVOICE_LINES_ALL.PROGRAM_APPLICATION_ID,AP_INVOICE_LINES_ALL,PROGRAM_APPLICATION_ID,NUMBER,Yes,Who column: indicates the application identifier of the row.
AP_INVOICE_LINES_ALL.PROGRAM_ID,AP_INVOICE_LINES_ALL,PROGRAM_ID,NUMBER,Yes,Who column: indicates the identifier of the row.
AP_INVOICE_LINES_ALL.PROGRAM_UPDATE_DATE,AP_INVOICE_LINES_ALL,PROGRAM_UPDATE_DATE,DATE,Yes,Who column: indicates the date and time of the creation of the row.
AP_INVOICE_LINES_ALL.REQUEST_ID,AP_INVOICE_LINES_ALL,REQUEST_ID,NUMBER,Yes,Enterprise Service Scheduler: indicates the request ID of the job that created or last updated the row.
AP_INVOICE_LINES_ALL.LINE_SELECTED_FOR_APPL_FLAG,AP_INVOICE_LINES_ALL,LINE_SELECTED_FOR_APPL_FLAG,VARCHAR2,Yes,A value of Y indicates that this  line on the prepayment invoice is selected for prepayment application
AP_INVOICE_LINES_ALL.PREPAY_APPL_REQUEST_ID,AP_INVOICE_LINES_ALL,PREPAY_APPL_REQUEST_ID,NUMBER,Yes,Request identifier of the Payables Open Interface Import program that selected this line on the prepayment invoice for prepayment application
AP_INVOICE_LINES_ALL.APPLICATION_ID,AP_INVOICE_LINES_ALL,APPLICATION_ID,NUMBER,Yes,Unique identifier that identifies the application from where the invoice originated.
AP_INVOICE_LINES_ALL.PRODUCT_TABLE,AP_INVOICE_LINES_ALL,PRODUCT_TABLE,VARCHAR2,Yes,Name of the product source table used for generating an invoice line.
AP_INVOICE_LINES_ALL.PURCHASING_CATEGORY_ID,AP_INVOICE_LINES_ALL,PURCHASING_CATEGORY_ID,NUMBER,Yes,Item category unique identifier
AP_INVOICE_LINES_ALL.COST_FACTOR_ID,AP_INVOICE_LINES_ALL,COST_FACTOR_ID,NUMBER,Yes,"Identifier of the cost component class. Cost Component Classes are used to identify the individual buckets or component costs that make up the total cost of an item, for example, direct material costs, freight costs, labor costs, production or conversion costs and so on."
AP_INVOICE_LINES_ALL.CONTROL_AMOUNT,AP_INVOICE_LINES_ALL,CONTROL_AMOUNT,NUMBER,Yes,"Optional, user-enterable value to ensure that the calculated tax will be the same as on the physical document."
AP_INVOICE_LINES_ALL.ASSESSABLE_VALUE,AP_INVOICE_LINES_ALL,ASSESSABLE_VALUE,NUMBER,Yes,User-enterable amount to be used as taxable basis.
AP_INVOICE_LINES_ALL.TOTAL_REC_TAX_AMOUNT,AP_INVOICE_LINES_ALL,TOTAL_REC_TAX_AMOUNT,NUMBER,Yes,Total recoverable tax allocated to this taxable line.
AP_INVOICE_LINES_ALL.TOTAL_NREC_TAX_AMOUNT,AP_INVOICE_LINES_ALL,TOTAL_NREC_TAX_AMOUNT,NUMBER,Yes,Total non-recoverable tax allocated to this taxable line.
AP_INVOICE_LINES_ALL.TOTAL_REC_TAX_AMT_FUNCL_CURR,AP_INVOICE_LINES_ALL,TOTAL_REC_TAX_AMT_FUNCL_CURR,NUMBER,Yes,Total recoverable tax amount in functional currency.
AP_INVOICE_LINES_ALL.TOTAL_NREC_TAX_AMT_FUNCL_CURR,AP_INVOICE_LINES_ALL,TOTAL_NREC_TAX_AMT_FUNCL_CURR,NUMBER,Yes,Total non recoverable tax amount in functional currency.
AP_INVOICE_LINES_ALL.INCLUDED_TAX_AMOUNT,AP_INVOICE_LINES_ALL,INCLUDED_TAX_AMOUNT,NUMBER,Yes,Included tax amount for taxable line of type inclusive.
AP_INVOICE_LINES_ALL.PRIMARY_INTENDED_USE,AP_INVOICE_LINES_ALL,PRIMARY_INTENDED_USE,VARCHAR2,Yes,Tax Driver: The purpose for which a product may be used.  The actual use will be stored at the distribution level.
AP_INVOICE_LINES_ALL.INTENDED_USE_CLASSIF_ID,AP_INVOICE_LINES_ALL,INTENDED_USE_CLASSIF_ID,NUMBER,Yes,Tax Driver: Intended use identifier
AP_INVOICE_LINES_ALL.TAX_ALREADY_CALCULATED_FLAG,AP_INVOICE_LINES_ALL,TAX_ALREADY_CALCULATED_FLAG,VARCHAR2,Yes,"Internal processing  flag for Payables, indicating whether tax has already been calculated."
AP_INVOICE_LINES_ALL.SHIP_TO_LOCATION_ID,AP_INVOICE_LINES_ALL,SHIP_TO_LOCATION_ID,NUMBER,Yes,Tax Driver: Ship to location ID.  Value entered by user only if line is not PO matched.
AP_INVOICE_LINES_ALL.PRODUCT_TYPE,AP_INVOICE_LINES_ALL,PRODUCT_TYPE,VARCHAR2,Yes,"Tax Driver: Type of product. Possible values are: Goods, Service.  This value will default from Inventory Item attributes.  Otherwise, value will be entered by user."
AP_INVOICE_LINES_ALL.PRODUCT_CATEGORY,AP_INVOICE_LINES_ALL,PRODUCT_CATEGORY,VARCHAR2,Yes,Identifies the taxable nature of a noninventory based item for tax determination or tax reporting.
AP_INVOICE_LINES_ALL.PRODUCT_FISC_CLASSIFICATION,AP_INVOICE_LINES_ALL,PRODUCT_FISC_CLASSIFICATION,VARCHAR2,Yes,Tax Driver: Product fiscal classification
AP_INVOICE_LINES_ALL.PROD_FC_CATEG_ID,AP_INVOICE_LINES_ALL,PROD_FC_CATEG_ID,NUMBER,Yes,Tax Driver: Product fiscal classification identifier
AP_INVOICE_LINES_ALL.USER_DEFINED_FISC_CLASS,AP_INVOICE_LINES_ALL,USER_DEFINED_FISC_CLASS,VARCHAR2,Yes,Tax Driver: Fiscal Classification.
AP_INVOICE_LINES_ALL.TRX_BUSINESS_CATEGORY,AP_INVOICE_LINES_ALL,TRX_BUSINESS_CATEGORY,VARCHAR2,Yes,Tax Driver: Transactions category assigned by user.
AP_INVOICE_LINES_ALL.SUMMARY_TAX_LINE_ID,AP_INVOICE_LINES_ALL,SUMMARY_TAX_LINE_ID,NUMBER,Yes,Cross reference to E-Business Tax repository.
AP_INVOICE_LINES_ALL.TAX_REGIME_CODE,AP_INVOICE_LINES_ALL,TAX_REGIME_CODE,VARCHAR2,Yes,"Tax Regime Code: The set of tax rules that determines the treatment of one or more taxes administered by a tax authority. e.g., VAT Regime in Argentina."
AP_INVOICE_LINES_ALL.TAX,AP_INVOICE_LINES_ALL,TAX,VARCHAR2,Yes,A classification of a charge imposed by a government through a fiscal or tax authority.
AP_INVOICE_LINES_ALL.TAX_JURISDICTION_CODE,AP_INVOICE_LINES_ALL,TAX_JURISDICTION_CODE,VARCHAR2,Yes,Internal ID of the Tax Jurisdiction.
AP_INVOICE_LINES_ALL.TAX_STATUS_CODE,AP_INVOICE_LINES_ALL,TAX_STATUS_CODE,VARCHAR2,Yes,"Tax status code. e.g., taxable standard rate, zero rated, exempt, non-taxable."
AP_INVOICE_LINES_ALL.TAX_RATE_ID,AP_INVOICE_LINES_ALL,TAX_RATE_ID,NUMBER,Yes,Internal identifier for tax rate effective on the invoice date.
AP_INVOICE_LINES_ALL.TAX_RATE_CODE,AP_INVOICE_LINES_ALL,TAX_RATE_CODE,VARCHAR2,Yes,Tax rate name associated with tax rate identifier. Tax_rate_id is unique while a tax_rate_code may have different tax rates based on date ranges.
AP_INVOICE_LINES_ALL.TAX_RATE,AP_INVOICE_LINES_ALL,TAX_RATE,NUMBER,Yes,The rate specified for a tax status in effect for a period of time.
AP_INVOICE_LINES_ALL.TAX_CODE_ID,AP_INVOICE_LINES_ALL,TAX_CODE_ID,NUMBER,Yes,Identifier for existing tax code in Payables. Necessary for upgrade and reporting purposes.
AP_INVOICE_LINES_ALL.HISTORICAL_FLAG,AP_INVOICE_LINES_ALL,HISTORICAL_FLAG,VARCHAR2,Yes,Flag to represents whether the document / invoice has been upgraded from a prior release or whether it has been newly created.
AP_INVOICE_LINES_ALL.TAX_CLASSIFICATION_CODE,AP_INVOICE_LINES_ALL,TAX_CLASSIFICATION_CODE,VARCHAR2,Yes,Tax classification code used by Procure To Pay products.
AP_INVOICE_LINES_ALL.SOURCE_APPLICATION_ID,AP_INVOICE_LINES_ALL,SOURCE_APPLICATION_ID,NUMBER,Yes,Source document application identifier.
AP_INVOICE_LINES_ALL.SOURCE_EVENT_CLASS_CODE,AP_INVOICE_LINES_ALL,SOURCE_EVENT_CLASS_CODE,VARCHAR2,Yes,Source document event class code.
AP_INVOICE_LINES_ALL.SOURCE_ENTITY_CODE,AP_INVOICE_LINES_ALL,SOURCE_ENTITY_CODE,VARCHAR2,Yes,Entity code of the source document.
AP_INVOICE_LINES_ALL.SOURCE_TRX_ID,AP_INVOICE_LINES_ALL,SOURCE_TRX_ID,NUMBER,Yes,Source document transaction identifier.
AP_INVOICE_LINES_ALL.SOURCE_LINE_ID,AP_INVOICE_LINES_ALL,SOURCE_LINE_ID,NUMBER,Yes,Source document transaction line identifier.
AP_INVOICE_LINES_ALL.SOURCE_TRX_LEVEL_TYPE,AP_INVOICE_LINES_ALL,SOURCE_TRX_LEVEL_TYPE,VARCHAR2,Yes,"Column to record the level at which the source document line identifier is stored. Possible values are LINE, SHIPMENT and FREIGHT."
AP_INVOICE_LINES_ALL.RETAINED_AMOUNT,AP_INVOICE_LINES_ALL,RETAINED_AMOUNT,NUMBER,Yes,Retained amount
AP_INVOICE_LINES_ALL.RETAINED_AMOUNT_REMAINING,AP_INVOICE_LINES_ALL,RETAINED_AMOUNT_REMAINING,NUMBER,Yes,Retained amount available for release
AP_INVOICE_LINES_ALL.RETAINED_INVOICE_ID,AP_INVOICE_LINES_ALL,RETAINED_INVOICE_ID,NUMBER,Yes,Retained invoice identifier.
AP_INVOICE_LINES_ALL.RETAINED_LINE_NUMBER,AP_INVOICE_LINES_ALL,RETAINED_LINE_NUMBER,NUMBER,Yes,Retained invoice line number
AP_INVOICE_LINES_ALL.LINE_SELECTED_FOR_RELEASE_FLAG,AP_INVOICE_LINES_ALL,LINE_SELECTED_FOR_RELEASE_FLAG,VARCHAR2,Yes,Flag to indicate invoice is currently being processed for release.
AP_INVOICE_LINES_ALL.LINE_OWNER_ROLE,AP_INVOICE_LINES_ALL,LINE_OWNER_ROLE,VARCHAR2,Yes,This column contains the owner of invoice line derived by AME rule.
AP_INVOICE_LINES_ALL.DISPUTABLE_FLAG,AP_INVOICE_LINES_ALL,DISPUTABLE_FLAG,VARCHAR2,Yes,Indicates whether the line is disputable
